	AVERAGE				STANDARD_DEVIATION				CONFIDENCE INTERVAL 95%			
44	114.714286	0.357386	0.873016	0.506907	45.559112	0.011724	0.038881	0.015094	33.750042	0.008685	0.028803	0.011181
45	90.714286	0.353411	0.873016	0.502705	27.649409	0.017558	0.038881	0.019794	20.482592	0.013007	0.028803	0.014663
46	122.428571	0.357264	0.888889	0.509510	22.714735	0.014312	0.000000	0.014580	16.827002	0.010602	0.000000	0.010801
47	117.714286	0.359334	0.888889	0.511674	34.943686	0.011465	0.000000	0.011573	25.886170	0.008494	0.000000	0.008573
48	126.285714	0.355359	0.888889	0.507473	32.849067	0.017826	0.000000	0.018384	24.334482	0.013205	0.000000	0.013619
49	147.714286	0.361593	0.888889	0.513978	149.937810	0.010492	0.000000	0.010582	111.073443	0.007772	0.000000	0.007839
50	106.142857	0.364067	0.888889	0.516436	21.336947	0.012526	0.000000	0.012602	15.806341	0.009279	0.000000	0.009335
51	82.571429	0.364067	0.888889	0.516436	8.103917	0.012526	0.000000	0.012602	6.003355	0.009279	0.000000	0.009335
52	75.428571	0.361808	0.888889	0.514132	13.916662	0.013764	0.000000	0.013859	10.309418	0.010197	0.000000	0.010267
53	81.142857	0.360307	0.888889	0.512388	23.061586	0.021468	0.000000	0.021988	17.083948	0.015903	0.000000	0.016289
54	102.000000	0.360307	0.888889	0.512388	39.089641	0.021468	0.000000	0.021988	28.957479	0.015903	0.000000	0.016289
55	119.428571	0.360307	0.888889	0.512388	42.674372	0.021468	0.000000	0.021988	31.613036	0.015903	0.000000	0.016289
56	115.857143	0.362565	0.888889	0.514692	39.847669	0.020859	0.000000	0.021406	29.519024	0.015452	0.000000	0.015858
57	93.428571	0.362565	0.888889	0.514692	26.119818	0.020859	0.000000	0.021406	19.349476	0.015452	0.000000	0.015858
58	96.000000	0.360307	0.888889	0.512388	25.523099	0.021468	0.000000	0.021988	18.907429	0.015903	0.000000	0.016289
59	88.714286	0.366540	0.888889	0.518894	20.568452	0.013838	0.000000	0.013912	15.237043	0.010251	0.000000	0.010306
60	109.000000	0.364470	0.888889	0.516730	24.124676	0.017167	0.000000	0.017419	17.871482	0.012717	0.000000	0.012904
61	140.714286	0.364470	0.888889	0.516730	64.271109	0.017167	0.000000	0.017419	47.611829	0.012717	0.000000	0.012904
62	166.142857	0.366540	0.888889	0.518894	101.951569	0.013838	0.000000	0.013912	75.525392	0.010251	0.000000	0.010306
63	144.285714	0.366540	0.888889	0.518894	45.136980	0.013838	0.000000	0.013912	33.437328	0.010251	0.000000	0.010306
64	125.571429	0.366540	0.888889	0.518894	88.942770	0.013838	0.000000	0.013912	65.888515	0.010251	0.000000	0.010306
65	92.857143	0.368799	0.888889	0.521198	24.450700	0.011729	0.000000	0.011761	18.112999	0.008689	0.000000	0.008712
66	85.428571	0.368799	0.888889	0.521198	12.116779	0.011729	0.000000	0.011761	8.976070	0.008689	0.000000	0.008712
67	84.000000	0.368799	0.888889	0.521198	21.705825	0.011729	0.000000	0.011761	16.079605	0.008689	0.000000	0.008712
68	78.000000	0.368799	0.888889	0.521198	24.071323	0.011729	0.000000	0.011761	17.831958	0.008689	0.000000	0.008712
69	85.857143	0.371058	0.888889	0.523502	35.308552	0.008569	0.000000	0.008514	26.156461	0.006348	0.000000	0.006307
70	76.142857	0.371058	0.888889	0.523502	8.935140	0.008569	0.000000	0.008514	6.619123	0.006348	0.000000	0.006307
71	72.571429	0.371058	0.888889	0.523502	16.517152	0.008569	0.000000	0.008514	12.235853	0.006348	0.000000	0.006307
72	78.428571	0.368799	0.888889	0.521198	18.062251	0.011729	0.000000	0.011761	13.380457	0.008689	0.000000	0.008712
73	78.285714	0.366540	0.888889	0.518894	19.579248	0.013838	0.000000	0.013912	14.504243	0.010251	0.000000	0.010306
74	106.428571	0.366540	0.888889	0.518894	49.646917	0.013838	0.000000	0.013912	36.778275	0.010251	0.000000	0.010306
75	104.714286	0.366540	0.888889	0.518894	36.251953	0.013838	0.000000	0.013912	26.855329	0.010251	0.000000	0.010306
76	89.428571	0.368799	0.888889	0.521198	46.732849	0.011729	0.000000	0.011761	34.619543	0.008689	0.000000	0.008712
77	93.285714	0.368799	0.888889	0.521198	19.854573	0.011729	0.000000	0.011761	14.708203	0.008689	0.000000	0.008712
78	116.857143	0.371058	0.888889	0.523502	31.338833	0.008569	0.000000	0.008514	23.215706	0.006348	0.000000	0.006307
79	118.142857	0.373779	0.888889	0.526130	45.608359	0.013104	0.000000	0.012867	33.786525	0.009707	0.000000	0.009532
80	104.428571	0.369450	0.888889	0.521661	29.129549	0.019286	0.000000	0.019358	21.579075	0.014287	0.000000	0.014341
81	135.000000	0.369450	0.888889	0.521661	63.118935	0.019286	0.000000	0.019358	46.758302	0.014287	0.000000	0.014341
82	137.000000	0.369450	0.888889	0.521661	52.052172	0.019286	0.000000	0.019358	38.560080	0.014287	0.000000	0.014341
83	146.857143	0.369450	0.888889	0.521661	45.501738	0.019286	0.000000	0.019358	33.707540	0.014287	0.000000	0.014341
84	126.285714	0.372171	0.888889	0.524288	43.047198	0.021886	0.000000	0.021852	31.889224	0.016213	0.000000	0.016188
85	116.571429	0.366976	0.888889	0.519203	35.358802	0.018755	0.000000	0.018805	26.193686	0.013894	0.000000	0.013930
86	80.142857	0.374026	0.888889	0.526299	15.366276	0.016427	0.000000	0.016080	11.383288	0.012169	0.000000	0.011912
87	93.000000	0.372704	0.888889	0.524645	34.645140	0.026623	0.000000	0.026175	25.665007	0.019722	0.000000	0.019390
88	80.428571	0.368375	0.888889	0.520177	16.706347	0.029996	0.000000	0.029682	12.376008	0.022221	0.000000	0.021989
89	73.142857	0.368375	0.888889	0.520177	12.608711	0.029996	0.000000	0.029682	9.340492	0.022221	0.000000	0.021989
90	74.142857	0.368375	0.888889	0.520177	12.877761	0.029996	0.000000	0.029682	9.539804	0.022221	0.000000	0.021989
91	101.714286	0.370849	0.888889	0.522634	53.440793	0.030216	0.000000	0.029956	39.588766	0.022384	0.000000	0.022192
92	106.857143	0.370849	0.888889	0.522634	97.349780	0.030216	0.000000	0.029956	72.116401	0.022384	0.000000	0.022192
93	66.571429	0.370849	0.888889	0.522634	15.258320	0.030216	0.000000	0.029956	11.303314	0.022384	0.000000	0.022192
94	81.285714	0.374191	0.888889	0.525658	22.713836	0.036271	0.000000	0.035317	16.826336	0.026869	0.000000	0.026163
95	97.571429	0.376665	0.888889	0.528116	27.881674	0.036056	0.000000	0.035167	20.654654	0.026710	0.000000	0.026051
96	82.857143	0.381209	0.888889	0.532738	18.003401	0.033292	0.000000	0.032314	13.336861	0.024663	0.000000	0.023938
97	103.428571	0.383930	0.888889	0.535365	43.562294	0.033932	0.000000	0.032996	32.270806	0.025137	0.000000	0.024443
98	81.142857	0.383930	0.888889	0.535365	43.704948	0.033932	0.000000	0.032996	32.376483	0.025137	0.000000	0.024443
99	99.571429	0.386000	0.888889	0.537530	31.463617	0.031106	0.000000	0.029969	23.308145	0.023043	0.000000	0.022201
